Trade Date,Nyse Tape A,Nyse Arca Tape A,Nyse American Tape A,Nyse National Tape A,Nyse Chicago Tape A,Consolidated Tape A,Nyse Tape B,Nyse Arca Tape B,Nyse American Tape B,Nyse National Tape B,Nyse Chicago Tape B,Consolidated Tape B,Nyse Tape C,Nyse Arca Tape C,Nyse American Tape C,Nyse National Tape C,Nyse Chicago Tape C,Consolidated Tape C
20190124,791.3,183.5,5.0,40.0,10.9,"3,450.7",33.8,243.2,8.4,13.2,15.9,"1,221.6",42.3,211.3,2.3,18.0,10.8,"2,419.1"
20190123,775.7,176.2,5.2,39.5,16.2,"3,361.7",38.3,252.5,10.1,15.2,14.8,"1,315.9",41.5,195.2,2.3,17.9,8.8,"2,288.3"
20190122,977.3,202.1,5.7,44.7,12.7,"3,928.4",50.4,355.9,13.3,23.4,11.8,"1,810.4",45.1,188.8,2.3,20.1,14.3,"2,397.8"
20190118,"1,017.5",200.7,6.3,43.5,13.3,"4,016.4",45.0,342.8,12.8,17.9,18.0,"1,681.0",43.0,195.6,4.1,18.8,14.8,"2,461.8"
20190117,925.1,198.6,5.3,39.1,9.1,"3,813.5",38.7,277.0,10.0,15.5,16.4,"1,372.9",38.2,178.6,3.3,16.2,8.9,"2,150.9"
20190116,878.4,215.5,6.7,36.2,13.1,"3,897.6",35.6,274.8,9.7,13.7,25.8,"1,532.0",35.5,178.7,2.4,14.3,8.6,"2,164.0"
20190115,882.4,193.5,6.2,33.6,8.5,"3,613.5",41.6,284.6,11.0,13.2,11.5,"1,431.7",37.7,165.1,4.7,13.2,10.5,"2,069.0"
20190114,903.0,189.8,5.6,33.6,11.7,"3,700.1",30.6,253.8,10.4,11.3,10.7,"1,277.3",32.4,141.0,5.1,13.1,4.8,"1,964.1"
20190111,807.6,186.8,5.6,32.4,10.1,"3,452.4",34.8,247.9,10.3,12.1,11.9,"1,334.0",36.0,154.1,2.3,13.7,7.5,"2,074.4"
20190110,919.0,195.7,6.1,33.6,8.3,"3,744.0",44.6,309.8,11.1,13.5,16.4,"1,629.2",41.3,169.0,2.1,14.5,8.4,"2,190.1"
20190109,948.3,228.0,6.9,39.2,11.2,"4,095.6",46.4,364.0,12.8,14.8,22.9,"1,740.0",46.1,195.4,2.6,17.0,9.4,"2,434.5"
20190108,"1,015.0",232.7,6.7,37.9,8.8,"4,121.5",44.7,302.6,16.8,13.8,16.3,"1,661.0",47.5,182.0,3.0,16.6,7.8,"2,407.6"
20190107,"1,020.5",223.0,6.9,40.9,10.0,"4,136.2",44.0,311.2,12.3,13.2,20.0,"1,608.1",46.9,193.9,3.7,16.8,8.7,"2,524.8"
20190104,"1,118.3",228.6,7.2,40.7,24.3,"4,248.1",57.1,436.7,12.1,17.7,21.8,"2,004.1",46.4,202.5,6.4,18.0,12.9,"2,600.0"
20190103,964.2,217.6,6.8,38.1,7.5,"3,865.0",53.6,371.2,10.4,19.6,16.1,"1,760.4",49.2,219.6,4.7,18.1,9.0,"2,633.4"
20190102,991.7,209.4,6.4,38.5,11.3,"3,779.3",50.4,390.4,13.4,16.0,18.4,"1,868.5",42.0,181.7,17.4,16.4,7.0,"2,295.2"
